what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1633079553475
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1633079553476
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1633079553476
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1633079553476
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1633079553477
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1633079553477
os,sysinfo,,,"win32",1633079553479
arch,sysinfo,,,"x86",1633079553479
ws,sysinfo,,,"win32",1633079553479
locale,sysinfo,,,"fr_FR",1633079553479
processors,sysinfo,,,"8",1633079553479
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1633079553479
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1633079553479
java.specification.name,sysinfo,,,"Java Platform API Specification",1633079553479
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1633079553479
java.specification.version,sysinfo,,,"1.6",1633079553479
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1633079553479
java.version,sysinfo,,,"1.6.0_23",1633079553479
java.vm.info,sysinfo,,,"mixed mode",1633079553479
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1633079553479
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1633079553479
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1633079553479
java.vm.specification.version,sysinfo,,,"1.0",1633079553479
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1633079553479
java.vm.version,sysinfo,,,"19.0-b09",1633079553479
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1633079555311
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1633079625296
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1633079626858
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1633079626894
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1633079632130
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1633079632164
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1633079632166
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079634192
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1633079634267
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079636948
started,bundle,org.eclipse.cdt.launch,6.1.0.201009141542,"org.eclipse.cdt.launch",1633079640739
started,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1633079649597
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079649652
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079671598
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1633079671612
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079681508
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079683800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079688347
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079708699
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1633079708710
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079714279
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633079717794
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633079717813
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1633079717821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079717864
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1633079717867
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1633079717867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079722844
closed,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633079724008
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079724024
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1633079724026
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1633079724026
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633079728482
