what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1633414602000
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1633414602001
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1633414602001
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1633414602001
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1633414602002
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1633414602002
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1633414602002
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1633414602003
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1633414602003
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1633414602003
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1633414602003
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1633414602004
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1633414602004
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1633414602004
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1633414602005
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1633414602005
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1633414602005
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1633414602006
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1633414602006
os,sysinfo,,,"win32",1633414602007
arch,sysinfo,,,"x86",1633414602007
ws,sysinfo,,,"win32",1633414602007
locale,sysinfo,,,"fr_FR",1633414602007
processors,sysinfo,,,"8",1633414602007
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1633414602007
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1633414602007
java.specification.name,sysinfo,,,"Java Platform API Specification",1633414602007
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1633414602007
java.specification.version,sysinfo,,,"1.6",1633414602007
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1633414602007
java.version,sysinfo,,,"1.6.0_23",1633414602007
java.vm.info,sysinfo,,,"mixed mode",1633414602007
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1633414602007
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1633414602007
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1633414602007
java.vm.specification.version,sysinfo,,,"1.0",1633414602007
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1633414602007
java.vm.version,sysinfo,,,"19.0-b09",1633414602007
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1633414602070
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1633414602111
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1633414602197
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1633414602203
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1633414602338
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1633414602355
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1633414602386
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1633414602472
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1633414602496
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1633414602666
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1633414602692
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1633414603021
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1633414606138
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1633414606222
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1633414607816
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1633414638284
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1633414639518
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1633414639813
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1633414642901
