what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1633074708666
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1633074708667
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1633074708667
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1633074708667
started,bundle,com.altera.sbtgui.integration,11.0.0.208,"com.altera.sbtgui.integration",1633074708668
started,bundle,com.altera.sbtgui.project,11.0.0.208,"com.altera.sbtgui.project",1633074708668
started,bundle,com.altera.systemconsole,11.0.0.208,"com.altera.systemconsole",1633074708668
started,bundle,com.altera.utilities,11.0.0.208,"com.altera.utilities",1633074708669
os,sysinfo,,,"win32",1633074708670
arch,sysinfo,,,"x86",1633074708670
ws,sysinfo,,,"win32",1633074708670
locale,sysinfo,,,"fr_FR",1633074708670
processors,sysinfo,,,"8",1633074708670
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1633074708670
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1633074708670
java.specification.name,sysinfo,,,"Java Platform API Specification",1633074708670
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1633074708670
java.specification.version,sysinfo,,,"1.6",1633074708670
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1633074708670
java.version,sysinfo,,,"1.6.0_23",1633074708670
java.vm.info,sysinfo,,,"mixed mode",1633074708670
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1633074708670
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1633074708670
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1633074708670
java.vm.specification.version,sysinfo,,,"1.0",1633074708670
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1633074708670
java.vm.version,sysinfo,,,"19.0-b09",1633074708670
started,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1633074710449
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633074714114
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633074718012
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633074758470
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1633074804708
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633074831630
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633074831664
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633074833940
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1633074833957
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633074845934
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633074846089
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633074847082
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633074847197
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1633074851831
started,bundle,com.altera.sbtgui.core,11.0.0.208,"com.altera.sbtgui.core",1633074852016
