what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633077487103
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077488952
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077671659
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077737078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077748397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077750285
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077825441
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1633077840851
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077844253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077846668
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1633077847911
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1633077854355
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1633077862241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077871208
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1633077871233
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1633077871252
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1633077871260
opened,editor,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1633077871289
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.DebugView",1633077871492
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077877657
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1633077877683
error,log,,,"Exception in org.eclipse.ui.internal.PageLayout.stackView: org.eclipse.ui.PartInitException: Could not create view: org.eclipse.cdt.debug.ui.DisassemblyView",1633077877686
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.VariableView",1633077877805
activated,perspective,com.altera.sbtgui.ui,11.0.0.208,"com.altera.sbtgui.ui.debugPerspective",1633077877826
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1633077877830
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1633077891028
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633077891330
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633077891367
opened,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1633077916084
activated,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1633077916094
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077919469
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633077927020
started,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201009141542,"org.eclipse.cdt.debug.ui.memory.traditional",1633077927096
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633077999428
closed,view,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.MemoryView",1633077999464
