what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427061863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427062008
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1633427062026
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427062072
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427064700
started,bundle,org.eclipse.cdt.dsf,2.1.0.201009141542,"org.eclipse.cdt.dsf",1633427068501
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201009141542,"org.eclipse.cdt.dsf.gdb",1633427068502
opened,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1633427070972
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1633427073555
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1633427073560
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633427093514
executed,command,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.edit.opendecl",1633427103697
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633427103773
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633427103800
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1633427135429
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1633427135628
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1633427165601
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1633427170360
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1633427172950
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1633427174702
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1633427176584
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1633427179639
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1633427183974
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1633427184201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1633427184637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427210128
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427218013
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427255329
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427276724
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1633427453696
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427570435
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427572903
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427572924
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427575197
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427576229
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427578451
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1633427585989
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1633427593260
activated,view,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1633427602286
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427610373
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427611213
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427611214
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633427981019
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633428271076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633428272461
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.3.v20100909-0100-e3x,"org.eclipse.cdt.mylyn.ui",1633428272549
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1633428278880
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201009141542,"org.eclipse.cdt.debug.mi.ui",1633428279067
stopped,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.208,"com.altera.debug.cdi.gdb.plugin",1633428279067
stopped,bundle,com.altera.sbtgui.launch,11.0.0.208,"com.altera.sbtgui.launch",1633428280067
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201009141542,"org.eclipse.cdt.debug.mi.core",1633428280067
